user_id,book_id,book_title,rating
8,9780553103748,The Illustrated a Brief History of Time,2.5
8,9780345485328,Tsubasa 12 Reservoir Chronicle,1.0
8,9781401917173,The Power of Infinite Love & Gratitude,5.0
8,9780316013260,Julie and Julia,1.5
8,9780446677493,Hope is the Thing with Feathers,3.5
8,9781416908173,The Realms of the Gods,2.0
8,9780140071788,Roald Dahl's Book of Ghost Stories,3.5
8,9780517101353,A New Collection of Three Complete Novels,2.0
8,9780312853020,"The Demon Princes, Vol. 1",1.0
8,9780375752339,In Search of Lost Time Volume III The Guermantes Way,3.5
8,9780140442571,Philosophical Dictionary,3.5
8,9780440234746,The Testament,2.5
8,9780312277109,An Unfortunate Woman,2.5
9,9780312278496,The Glass Bead Game,3.0
9,9780671447205,The Bluest Eye,2.5
9,9780345409706,Twister,1.5
9,9780451217608,Bitter is the New Black,4.0
9,9780373836932,"And the Envelope, Please...",3.5
9,9781593072599,Hellsing,3.0
9,9781400076857,Created In Darkness By Troubled Americans,4.5
9,9780064405713,Crazy Lady!,2.5
9,9781426423703,The Adventures of Sally,1.5
9,9780099410355,Traitor,4.0
9,9781860467769,Independent People,1.0
9,9780811200073,"Paris Spleen, 1869",5.0
9,9780307264121,The Spy Who Barked,3.0
9,9780199120093,Clouds,2.0
9,9781401211349,How to Talk So Teens Will Listen & Listen So Teens Will Talk,2.0
9,9780310217602,Trial by Fire,3.5
9,9780618391004,The Lord of the Rings,5.0
9,9780393327342,Fight Club: A Novel,2.0
9,9781400047833,Fugitives and Refugees,3.5
9,9780791081266,Edith Wharton's The Age of Innocence,2.5
9,9781400079179,The Da Vinci Code,4.0
9,9781400033546,You Shall Know Our Velocity!,2.5
9,9780425199930,Break in,2.5
9,9780441092758,The Castle of the Silver Wheel,4.0
9,9781565482012,On Genesis,3.5
9,9781932664393,Han'guk-sik Sarang,2.5
9,9780425184486,Death Match,3.5
9,9780143036692,The Mermaid Chair,5.0
10,9780967469782,The Buddha in Your Mirror,2.0
10,9780310272663,A Search for What Makes Sense,1.0
10,9780767910439,Bryson's Dictionary of Troublesome Words,3.0
10,9780393315080,The Wanting Seed,2.5
10,9780375711169,De Kooning,3.5
10,9780099448754,The Elephant Vanishes,3.0
10,9780393327021,Korea's Place in the Sun: A Modern History (Updated),3.0
10,9780060590277,A Dirty Job,4.0
10,9781841957951,Adiós Hemingway,3.5
10,9780871401656,Tulips and Chimneys,4.0
10,9780140307375,Little Plum,3.0
10,9780743227445,The Other Boleyn Girl,2.5
10,9780742529786,Chomsky on Miseducation,4.5
10,9780689862465,The Octopus,2.0
10,9780385236256,The King's buccaneer,5.0
10,9781400030651,A Fine Balance,5.0
10,9780671876999,Forever After,2.0
10,9780060009427,How to Read Literature Like a Professor,3.0
10,9780674991842,Plato in twelve volumes,4.0
10,9780446676434,When the Wind Blows,5.0
10,9781560251149,On the Bus,4.0
10,9781580624596,Sun Tzu,1.5
10,9780553803815,Sailing from Byzantium,3.0
10,9780156005203,Baltasar and Blimunda,4.0
10,9780060997021,Life Is Elsewhere,3.0
10,9780330481915,Blackout,3.5
10,9781595329141,Dragon Head,4.0
10,9780843945805,The Nightmare Chronicles,2.0
10,9780439651400,Public Enemies,4.5
10,9781859843406,Blaming the Victims,3.5
11,9780375726712,A Coffin for Dimitrios,2.0
11,9780385239547,Trials of Tears,3.5
11,9780571201754,The Poisonwood Bible,4.0
11,9781594481772,The Kite Runner,5.0
11,9780674705593,The Principles of Psychology,1.5
11,9780618134304,Henry Adams and the Making of America,4.0
11,9781401202521,Superman,3.5
11,9781569473337,"White Sky, Black Ice",3.5
11,9780872200562,Introduction to The Philosophy of History,3.0
11,9780002005883,Gilead,2.5
11,9780553273861,The Delta Star,3.5
11,9780805832891,Writing the Qualitative Dissertation,3.0
11,9780375724954,Stranger in the Forest,2.0
11,9781563892462,The Tragical Comedy Or Comical Tragedy of Mr. Punch,3.5
11,9781416501626,Dirty Little Secrets,1.5
11,9780553571578,Heaven's Price,2.0
11,9780140178975,Essays,5.0
11,9780764586019,CliffsNotes on Fitzgerald's The Great Gatsby,2.0
11,9781841953670,Gone Bamboo,4.0
12,9780743454537,My Sister's Keeper,3.5
12,9780156030410,A Room of One's Own,4.0
12,9780195325928,The Oxford Handbook of Philosophy of Mathematics and Logic,2.5
12,9780345396556,Ilse Witch,3.5
12,9780140250916,The Coming Plague,2.5
12,9780762419227,God Created The Integers,4.5
12,9780380776047,To Love a Dark Lord,4.5
12,9780830832941,Courageous Faith Through the Year,3.5
12,9781594865671,An Inconvenient Truth,3.5
12,9780300091694,Dreaming in Pictures,3.5
12,9780198320272,Julius Caesar,3.5
12,9780156028790,The Cave,4.0
12,9780345396709,Waterborn,3.0
12,9780061127915,By Myself and Then Some,2.5
12,9780761956921,Société de Consommation,3.5
12,9780440362050,My Name is Aram,4.0
12,9780312424688,Collected Prose,5.0
12,9780684832401,The Denial of Death,2.5
12,9781586857721,It's Easy Being Green,3.0
12,9780140247749,Dubliners,1.0
12,9780312423377,The River at the Center of the World,3.0
12,9780805063394,The Magic Journey,3.0
12,9780385325332,Laura Ingalls Wilder's Fairy Poems,2.5
12,9780785123262,New X-Men Omnibus,3.0
12,9781416532811,Sixteen Thirty-two,3.5
12,9780007204465,Tropic of Cancer,3.0
12,9780807062135,Lorca & Jiménez,3.0
12,9780099556312,Airframe,3.5
12,9780198140818,Aristophanes' Peace,4.0
12,9780140156041,Libra,4.5
12,9781593075293,Eden,4.0
12,9780268018498,Treatise on Happiness,3.0
13,9780060792800,Into a Dark Realm,4.5
13,9780618619078,Bury the Chains,4.0
13,9780345487032,The Devil's Labyrinth,3.0
13,9780375711169,De Kooning,5.0
13,9780684867489,Yesterday I Cried,4.0
13,9780452277243,Man Crazy,3.5
13,9780805073669,In Harm's Way,3.5
13,9781932416381,McSweeney's,4.0
13,9780393924954,A History of Modern Europe,5.0
13,9780671040840,The Living Blood,5.0
13,9781598165777,Seikai: Crest of the Stars Volume 3: Return to a Strange World,2.5
13,9780486421247,Life is a Dream,3.0
13,9780439321624,Quidditch Through the Ages,3.5
13,9780439176835,Castle,2.5
13,9780316769488,The Catcher in the Rye,4.5
13,9780865471863,Moon in a Dewdrop,3.5
13,9781857232097,The Fires of Heaven,3.0
13,9780312352356,The Forsaken,2.5
13,9780618391004,The Lord of the Rings,4.0
13,9780679867128,Daisy-head Mayzie,4.5
13,9780091883768,Who Moved My Cheese?,4.0
13,9780802151544,"Destroy, She Said",3.0
13,9780446612623,Reversible Errors,5.0
13,9780340837955,Stranger in a Strange Land,5.0
13,9780778323563,Cold as Ice,2.5
13,9780553804799,The Husband,3.5
13,9780071451383,Practice Makes Perfect: Italian Verb Tenses,2.0
13,9780674022874,The Writer of Modern Life,3.5
13,9781590171707,Dime-store Alchemy,2.5
13,9780425159538,The Grass Dancer,4.0
13,9780345479457,Inferno,4.0
13,9780316172325,Blink,3.0
13,9781859843826,Late Victorian Holocausts: El Nino Famines and the Making of the Third World,3.0
13,9780143104902,Black Lamb and Grey Falcon,5.0
13,9780064410724,Four Stupid Cupids,3.5
13,9780451208705,The Man from St. Petersburg,3.5
13,9780836217353,The Days Are Just Packed,4.0
13,9780231121255,An Arab-Syrian Gentleman and Warrior in the Period of the Crusades,2.5
13,9780552998819,Sure of You,5.0
13,9780843951776,Nightmare House,5.0
13,9781583224892,9-11 [neuf-onze],2.5
13,9781401204259,Arkham Asylum,3.5
13,9781400062454,The Family that Couldn't Sleep,3.5
14,9780099428633,How to Travel with a Salmon and Other Essays,2.5
14,9781568821177,Song of Cthulhu,3.5
14,9780060882600,The Annotated Charlotte's Web,4.5
14,9780451190758,Thinner,5.0
14,9780679723134,Invisible Man,3.0
14,9781400098033,Shibumi,4.0
14,9780767915304,The Sex Lives of Cannibals,2.5
14,9781932416121,Timothy McSweeney's,3.0
14,9780452281257,Anthem,2.0
14,9780553572988,The Rise of Endymion,3.0
14,9780060934545,Every Tongue Got to Confess,5.0
14,9780743457910,The Honourable Schoolboy,3.5
14,9780465037384,Knowledge And Decisions,3.0
14,9780380818204,The Marriage Lesson,3.0
15,9780500203477,Graphic Design,2.5
15,9780345457691,Altered Carbon,4.0
15,9780439651400,Public Enemies,2.5
15,9780812975048,The Cossacks,1.5
15,9780446617796,The Angel Experiment,1.0
15,9780375724633,Theatre,4.0
16,9780425197394,The Mediterranean Caper,5.0
16,9780425212134,Bit the Jackpot,4.0
16,9780061139376,Coraline,5.0
17,9780375704253,Sons of Mississippi,5.0
17,9780575076815,A Scanner Darkly,4.5
17,9780321432872,Andrew Carnegie and the Rise of Big Business,4.5
17,9781569709078,Little Butterfly,3.5
18,9780739423851,Wizard's Castle,4.5
18,9780425188224,Shadowland,3.5
18,9780552998000,Blackberry Wine,4.5
18,9780671027124,All Through the Night,4.5
18,9780375806704,The Phantom Tollbooth,4.5
18,9780156027915,A Writer's Diary,4.5
18,9780226142814,The Work of Mourning,4.5
18,9780142000212,Bridget Jones's Guide to Life,4.0
18,9780374522872,Coming Into the Country,4.0
18,9780451215772,The Innocent,4.5
18,9780312361754,"The Paris Review Interviews, I",4.0
18,9780807615324,Einstein's 1912 manuscript on the special theory of relativity,5.0
18,9780756403584,Shadowplay,5.0
18,9780749934422,Portrait in Death,4.0
18,9780349100135,If this is a Man ; and The Truce,3.5
18,9780312941468,Hot Stuff,3.5
18,9780152049676,Winter is the Warmest Season,4.0
18,9780802139702,Parliament of Whores,4.5
18,9781591162025,Inuyasha Ani-Manga,4.0
18,9780394704371,The Will to Power,4.5
19,9781574231007,Thus Spake the Corpse,1.0
19,9780618074518,Clear Light of Day,3.0
19,9781403969736,Tolkien's Modern Middle Ages,1.5
19,9780671040840,The Living Blood,2.0
19,9780312423377,The River at the Center of the World,4.0
19,9780345476517,Wish You Were Here,2.0
19,9780060730550,Touching the Void,4.0
19,9781594481529,The Brief and Frightening Reign of Phil,3.0
19,9780349117041,The Kalahari Typing School for Men,5.0
19,9780345477606,Star Wars,3.5
19,9780060932688,Collected Stories,2.5
20,9780810111134,"Billy Budd, Sailor and Other Uncompleted Writings",3.0
20,9780723247791,The Tale of The Flopsy Bunnies,3.0
20,9780553587159,Seventy-Seven Clocks,3.0
20,9781844164035,The Ultramarines Omnibus,3.5
20,9780140149241,We Were the Rats,3.5
20,9780812590104,The Gate of Fire,3.5
20,9781402580352,The Wizard's Apprentice,2.5
20,9780385339704,The Pelican Brief,4.0
20,9780812575583,Winter's Heart,3.5
20,9780785117599,Astonishing X-Men - Volume 3,3.5
20,9780345346292,The Dragons of Eden,3.0
20,9781891830600,Carnet de Voyage,3.5
20,9780805069372,John Adams,2.5
20,9780140271577,Solomon's Song,2.5
20,9780940450738,"Collected tales, sketches, speeches, and essays 1891-1910",4.0
20,9781400030125,Vulcan's Hammer,3.0
20,9780521288842,Evolution and the Theory of Games,3.5
20,9781400052936,The Hitchhiker's Guide to the Galaxy,4.0
20,9780452284555,Riding the Bus with My Sister,3.5
21,9780786282258,The Lightning Thief,2.5
21,9780439629393,Let Down Your Hair,3.0
21,9781579126278,The Murder of Roger Ackroyd,3.5
21,9780571215164,Vernon God Little,3.5
21,9780142180099,Nuns and Soldiers,4.5
21,9780312306342,Plum Lovin',5.0
21,9780879102784,Jean Arthur,4.0
21,9781932664393,Han'guk-sik Sarang,4.0
22,9781573223560,Songbook,4.5
22,9780553569971,I. Asimov,3.5
22,9780767907811,Bookends,3.0
22,9781400031771,Eating Stone,3.5
22,9781593074821,"Star Wars: Clone Wars Volume 8: The Last Siege, The Final Truth",4.0
22,9780141011110,The Fabric of the Cosmos,3.0
22,9780140441123,Prometheus Bound and Other Plays,4.0
22,9780743480697,The Sea Hunters,4.5
22,9780439872478,Violet Makes a Splash,3.5
23,9780786016068,A Killing Rain,1.0
23,9781405203951,The Mystery of the Secret Room,2.5
23,9780060815929,Voice of the Gods,2.5
23,9780373250219,Burning The Map,4.0
23,9780679735779,American Psycho,2.5
23,9781595324849,RG Veda,3.5
23,9780060974992,Savage Inequalities,4.0
24,9781854790477,The Wicked Wit of Charles Dickens,2.0
24,9780786809295,Tales from the Odyssey: The Land of the Dead - Book #2,4.0
24,9780060012342,The Amazing Maurice and His Educated Rodents,4.5
24,9781598165760,Seikai: Crest of the Stars Volume 2: A Modest War,5.0
24,9780743261982,Liars and Saints,4.0
24,9780807085738,When the Rivers Run Dry,3.0
24,9780718149291,Medicus and the Disappearing Dancing Girls,3.0
24,9780192840943,Presocratic Philosophy: A Very Short Introduction,3.5
24,9780553803815,Sailing from Byzantium,3.5
24,9780674295032,The Fate of Reason,4.0
24,9780743253970,A Separate Peace,4.0
24,9780571084838,Lord of the Flies,4.5
24,9780465017744,After Theory,3.0
24,9780140277821,Difficult Conversations,4.5
24,9780385503846,Moral Disorder,4.5
24,9781581807745,Simply Beautiful Beaded Jewelry,3.0
24,9780393307009,Wonderful Life: The Burgess Shale and the Nature of History,4.5
24,9780802139702,Parliament of Whores,3.5
24,9780552146739,Nanny Ogg's Cookbook,4.0
24,9780553213447,Divine Comedy - Purgatorio,3.0
24,9780060925758,Soul Mates,4.5
24,9780684853765,Out of the Woods,3.5
24,9780590692083,Mary Anne and the Little Princess,2.5
24,9780743499262,Irish Girls Are Back in Town,4.5
24,9780345477385,Star Wars,3.5
24,9780064405478,Betsy Was a Junior,4.5
24,9780896214408,Rita Hayworth and Shawshank Redemption,3.0
24,9781883477370,Nineteen Sixty Eight,3.5
24,9780743222983,Authentic Happiness,5.0
24,9780099489986,Watermelon,4.0
24,9781593070694,Angels and Demons,4.5
24,9780446611084,Suzanne's Diary for Nicholas,3.0
24,9781569716199,Star Wars Tales Volume 1,4.0
24,9780195135794,Manic-Depressive Illness,4.5
24,9780312273224,Absent in the Spring and Other Novels,4.5
24,9780312312152,The Little Princesses,3.5
24,9780330301749,The Circus of Adventure,4.5
24,9781565041912,The Eternal Champion,4.5
24,9781401211349,How to Talk So Teens Will Listen & Listen So Teens Will Talk,2.5
24,9780785123712,Ultimate Annuals -,3.0
24,9781400034680,Love in the Time of Cholera,4.5
24,9781886363069,Charles Dickens as a Legal Historian,4.0
24,9781594481574,Plan B,4.0
24,9780449005576,Catching Alice,4.0
24,9781580175203,Cider,5.0
24,9780812552843,The Fourth Book of Lost Swords,4.5
24,9780415050791,The Presocratic Philosophers,3.5
24,9780425134351,Patriot Games,4.0
24,9780812521351,Hart's Hope,3.0
25,9780192801975,Hegel: A Very Short Introduction,3.0
25,9781880393338,Plato on Rhetoric and Language,3.5
25,9780972121798,Tea with Jane Austen,2.0
25,9780142407226,The Tough Guide to Fantasyland,3.0
25,9780786931965,Night of Blood,3.5
25,9780140196092,Who are You?,3.5
25,9780312273224,Absent in the Spring and Other Novels,3.0
25,9780140817782,Ten Short Stories,1.5
25,9780316926348,Brideshead Revisited,4.0
25,9780226142814,The Work of Mourning,3.5
25,9780439651417,Hunting the Hunter,2.5
25,9780821776056,See how She Dies,4.0
25,9780192836229,A Sentimental Education,3.5
25,9780821220801,Odes to Common Things,4.0
25,9781590593899,Joel on Software,4.5
25,9780140714548,Hamlet,2.5
25,9781572308688,"Africa South of the Sahara, Second Edition",3.5
25,9780425178928,The Raphael Affair,3.0
25,9780674018297,The Gardens of Emily Dickinson,4.0
25,9780976694021,Behind Closed Doors,3.0
25,9780679643258,The Collected Autobiographies of Maya Angelou,3.5
25,9781600961502,The Lost Continent,2.5
25,9781589971288,Creative Correction,1.5
25,9780370307121,A Likely Lad,5.0
25,9780765342539,The Dosadi Experiment,3.5
25,9780871136794,Cold Mountain,2.0
25,9780618056828,Nineteen Nineteen,1.5
25,9781400095285,Blood on the Moon,1.5
25,9781400096084,"Blind Willow, Sleeping Woman",2.5
25,9780439499064,"Anacaona, Golden Flower",1.5
25,9781568821740,Shadows of Yog-Sothoth,3.5
25,9780307238276,Giada's Family Dinners,4.0
25,9780330419123,Under the Banner of Heaven,1.5
25,9780679737117,Mortals,1.5
25,9780446614832,3rd Degree,1.5
25,9780002005883,Gilead,3.0
26,9780141182865,A Confederacy of Dunces,3.5
26,9780465003129,The Sword and the Shield,5.0
26,9789027712059,The Berlin Phenomenology,3.0
26,9780099283225,Ali and Nino,3.5
26,9780060974992,Savage Inequalities,4.5
26,9780060931360,"Plato, Not Prozac!",3.5
26,9781590583425,Effigies,3.0
26,9780756605926,The DC Comics Encyclopedia,4.0
26,9780195135923,The Oresteia,4.0
26,9780439944397,Hello! Is That Grandma?,5.0
26,9780440208143,An Acceptable Time,3.0
26,9780810117495,The Phenomenon of Life,4.5
26,9780060572969,Dead Witch Walking,3.5
26,9780743297318,"Look Homeward, Angel",3.5
26,9780743250979,The 7 Habits of Highly Effective People Personal Workbook,2.0
27,9780141439907,The Turn of the Screw and The Aspern Papers,3.5
27,9780764525681,Ballet For Dummies,5.0
27,9780393058475,Six Frigates,5.0
27,9780156029063,Baudolino,4.0
27,9780571217359,Finnegans Wake,2.0
27,9780747553663,Ransom,3.0
27,9780060786731,A False Mirror,4.0
27,9781557046864,The Sideways Guide to Wine and Life,4.0
27,9780099448761,Dance Dance Dance,5.0
27,9780393321074,Blue at the Mizzen (Vol. Book 20) (Aubrey/Maturin Novels),4.5
27,9781400033546,You Shall Know Our Velocity!,3.0
28,9780552773089,Merde Actually,3.5
28,9781557831576,The Reduced Shakespeare Company's the Complete Works of William Shakespeare (abridged),3.0
28,9780760768952,The Conquest of Gaul,4.5
28,9781400065554,American Gospel,4.0
28,9780451210630,A Case of Need,2.0
28,9780007105045,Tree and Leaf,3.0
28,9780375812934,Jurassic Park Institute Dinosaur Field Guide,4.5
28,9781421501758,"Fullmetal Alchemist, Vol. 5",3.0
28,9780380794874,What Looks Like Crazy On an Ordinary Day,5.0
28,9781585677283,The Warrior Prophet,1.0
28,9780316919890,A Supposedly Fun Thing I'll Never Do Again,4.5
28,9780345483195,Queen of the Underworld,5.0
28,9780312199432,One Thousand White Women,3.5
28,9780374530310,Georgics (Zongo Classics),4.0
28,9781401204259,Arkham Asylum,5.0
28,9780515141672,Valley of Silence,2.5
28,9780439896184,The Case of the Kidnapped Candy,3.0
28,9780099446729,Blackwood Farm,2.0
28,9780821780572,My Wicked Pirate,4.0
28,9780670037773,Special Topics in Calamity Physics,5.0
29,9780374530303,Martin and John,3.0
29,9780312357771,The Silver Pigs,3.5
29,9781575667645,Bound in Blood,4.5
29,9780751505030,Pacific Vortex!,1.0
29,9780385603102,House of Leaves,2.0
29,9780060765316,YOU: The Owner's Manual,2.0
29,9780231073370,The Pillow Book of Sei Sh?nagon,1.0
29,9781557047410,The Namesake,5.0
29,9780385503952,Atonement,4.0
29,9780756615512,Spain,4.0
29,9780671024819,Wither,1.5
29,9780552998789,Further Tales of the City,1.5
30,9780446699075,Robert Ludlum's (TM) The Arctic Event,5.0
30,9780767901574,Awakening the Buddha Within,2.0
30,9780571193783,The New Life,3.0
30,9780375507151,Cliffs of Despair,2.0
30,9780965604925,The Rape of Nanking,1.5
30,9781590171707,Dime-store Alchemy,3.5
30,9780743426916,The Diablo: The Black Road,2.5
30,9780262532556,The Man Who Tasted Shapes,3.5
30,9780425147580,Debt of Honor,2.5
30,9780520243262,Pathologies of Power,2.0
30,9780061139376,Coraline,2.0
30,9780375759345,The Waste Land and Other Writings,2.5
31,9781573227162,Caucasia,4.5
31,9780060884055,How to Make Money Like a Porn Star,3.5
31,9780060652852,C.S. Lewis,4.0
31,9780330433136,Chasing the Monsoon,3.5
31,9780552152945,Moving Pictures,4.0
31,9780380710843,Caesar's Women,4.5
31,9780978984809,Brevity & echo,3.5
31,9780767915069,Bill Bryson's African Diary,4.5
31,9780141182803,Ulysses,3.5
31,9781891190230,City Eclogue,4.0
31,9780374525804,The Artist of the Missing,4.0
31,9780425181607,Stephen King's Danse Macabre,3.5
31,9780631186274,Western Philosophy,4.0
32,9780810117310,His Master's Voice,5.0
32,9780345441300,My Movie Business,4.5
32,9780316013314,The Beatles,2.5
32,9780500050965,The Seventy Wonders of the Ancient World,4.5
32,9780374529260,Memoirs of Hadrian,4.5
32,9780751527346,The Pilgrim of Hate,4.0
32,9781890995522,The Diamond Color Meditation,4.0
32,9780505523242,An Original Sin,4.5
32,9780486256078,1001 Illuminated Initial Letters,4.5
32,9780743480697,The Sea Hunters,1.5
32,9780140187076,J R,3.5
32,9780822210344,Four Baboons Adoring the Sun,2.5
32,9780393060911,Coach,5.0
32,9780751503890,The Physician,5.0
32,9780140449082,The Histories,3.0
32,9780425209424,Boys That Bite,5.0
32,9780961392178,Beautiful Evidence,3.5
32,9780061150142,The Pact,5.0
32,9780762404780,Irish Blessings,5.0
32,9780375703409,Maximum City,5.0
32,9780231118958,Antigone's Claim,5.0
32,9780312932787,Faking It,5.0
32,9780618127337,Stern Men,2.5
32,9780553409680,Death of a Snob,4.0
32,9780345476722,The Fortunate Pilgrim,4.0
32,9780679733768,A Midwife's Tale,3.5
32,9780810954809,The Lighthouse Land,5.0
32,9781853260735,Moll Flanders,3.5
32,9780060518653,Letters from the Earth,5.0
32,9780812969702,A War Like No Other,3.0
32,9781564782991,Heartsnatcher,5.0
32,9780571084838,Lord of the Flies,5.0
32,9780441013302,The Rosetta Codex,4.5
32,9780375724633,Theatre,2.5
32,9780142405741,Rock Star Superstar,3.5
32,9780060598853,Back to the Bedroom,5.0
32,9781581345285,This Present Darkness,4.5
32,9780006178736,Rage of angels,4.0
32,9780505521798,Big Bad Wolf,3.5
32,9781843537205,The Rough Guide to the Beatles,2.5
32,9780743272506,The Boleyn Inheritance,4.5
32,9781933368566,Mitz,2.0
32,9780553295009,Texas! Sage,5.0
